City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
63,Chabahar,IR,84.56,overcast clouds,25.2919,60.643,هتل گدروشیا
65,Yilan,TW,85.91,scattered clouds,24.757,121.753,Dar Chen Hotel
66,Georgetown,MY,85.89,few clouds,5.4112,100.3354,Cititel Penang
67,Nyamati,IN,70.12,moderate rain,14.15,75.5833,Parijatha Residency
69,Hashtrud,IR,77.23,clear sky,37.4779,47.0508,Hashtrud Farhangian Club
70,Castro,BR,71.17,overcast clouds,-24.7911,-50.0119,CHACARA BAILLY
73,Vanimo,PG,76.87,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
74,Saint Anthony,US,83.03,broken clouds,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
75,Voh,NC,72.64,few clouds,-20.9667,164.7,Le gîte du Koniambo
76,Avarua,CK,71.65,overcast clouds,-21.2078,-159.775,Paradise Inn
78,Ranong,TH,79.43,overcast clouds,9.9658,98.6348,Numsai Khaosuay Resort Ranong
81,Ginda,IN,68.16,overcast clouds,30.6945,78.4932,Sunil Bisht
84,Beira,MZ,68.09,few clouds,-19.8436,34.8389,Beira Terrace Hotel
89,Kalispell,US,72.32,scattered clouds,48.1958,-114.3129,Red Lion Hotel Kalispell
90,Laguna,US,86.97,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
91,Faya,SA,66.63,light rain,18.3851,42.4509,املاك خالد الشعشوع
92,Gat,IL,82.81,clear sky,31.61,34.7642,OlusHome
93,Lasa,IT,76.69,broken clouds,46.6166,10.7002,Pension Feldgärtenhof
95,Liverpool,GB,82.15,clear sky,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
96,Santa Isabel Do Rio Negro,BR,77.13,overcast clouds,-0.4139,-65.0192,Hotel GSA
98,Nikolskoye,RU,67.89,overcast clouds,59.7035,30.7861,Tourist House - Sablino
99,Kholmogory,RU,69.91,overcast clouds,64.2229,41.656,Гостевая комната
100,Sambava,MG,68.99,light rain,-14.2667,50.1667,Melrose
102,Corinto,GR,86.41,few clouds,37.9407,22.9573,Ephira Hotel
103,Saint-Philippe,RE,69.39,scattered clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
104,Norman Wells,CA,79.84,scattered clouds,65.282,-126.8329,Heritage Hotel
105,Nouadhibou,MR,68.32,few clouds,20.931,-17.0347,El Medina
107,Lae,PG,75.61,overcast clouds,-6.7221,146.9847,Phils Hotel
109,Antofagasta,CL,66.22,overcast clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
110,San Julian,MX,72.25,clear sky,21.0167,-102.1667,La Nueva España
112,Rio Bananal,BR,79.84,scattered clouds,-19.265,-40.3333,HOTEL SCARTON
114,Khandyga,RU,65.68,light rain,62.6667,135.6,Apel'sin
117,Alofi,NU,77.36,light rain,-19.0595,-169.9187,Taloa Heights
118,Bocas Del Toro,PA,77.59,overcast clouds,9.3333,-82.25,Hotel Bocas del Toro
120,Mecca,SA,94.23,broken clouds,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
124,Palmeiras De Goias,BR,87.03,scattered clouds,-16.805,-49.9258,Hotel Água Virada
126,Pangai,TO,76.78,broken clouds,-19.8,-174.35,Ha'apai Beach Resort
127,Lata,PT,89.49,clear sky,40.1629,-8.3327,Casa Maquia
128,Matamoros,MX,90.19,few clouds,25.5333,-103.25,Quinta Belem
129,Krasnomayskiy,RU,65.08,light rain,57.6194,34.4099,
130,Bandarbeyla,SO,75.6,broken clouds,9.4942,50.8122,JABIR HOTEL
131,Mardan,PK,89.29,overcast clouds,34.2019,72.0525,Post Graduate Hostel
133,Puerto Ayora,EC,73.54,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
136,Karacabey,TR,71.83,scattered clouds,40.2152,28.4038,Uludağ Üniversitesi Sadık Yılmaz Öğrenci Yurdu
137,Caibarien,CU,84.94,clear sky,22.5206,-79.4669,La Nena
138,Vila Franca Do Campo,PT,70.21,scattered clouds,37.7167,-25.4333,Pestana Bahia Praia
140,Sechura,PE,72.3,broken clouds,-5.5569,-80.8222,Hospedaje Costa Bella
141,Sakakah,SA,93.87,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
142,Maldonado,UY,79.99,broken clouds,-34.6667,-54.9167,La Cimarrona
143,Torbay,CA,70.88,clear sky,47.6666,-52.7314,Gallows Cove
144,Carutapera,BR,83.21,broken clouds,-1.195,-46.02,Lidera
145,Ponta Delgada,PT,70.52,broken clouds,37.7333,-25.6667,Vila Nova Hotel
146,Sai Buri,TH,78.85,moderate rain,6.7013,101.6168,สวนป่ารีสอร์ท
148,Talara,PE,68.77,broken clouds,-4.5772,-81.2719,Hostal Oro Negro
149,Libreville,GA,75.43,broken clouds,0.3925,9.4537,Le Méridien Re-Ndama
150,Marsh Harbour,BS,84.45,clear sky,26.5412,-77.0636,Abaco Beach Resort
151,Tautira,PF,77.63,overcast clouds,-17.7333,-149.15,Pension Oaoa
152,Darnah,LY,77.9,clear sky,32.767,22.6367,فندق الفردوس
